step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
33,PAYMENT,22431.6,C1030043970,7274.62,0.0,M1352706065,0.0,0.0,0.0,0.0
17,CASH_OUT,362421.96,C1674718400,15215.0,0.0,C1284040220,3565.0,365986.96,0.0,0.0
20,CASH_OUT,38775.13,C972602819,8866.0,0.0,C399274828,2121163.67,2159938.8,0.0,0.0
11,CASH_OUT,120979.41,C63999307,0.0,0.0,C1729146739,12254920.64,12375900.06,0.0,0.0
33,CASH_IN,118726.03,C1381850354,158018.0,276744.03,C2019216788,90004.25,0.0,0.0,0.0
18,PAYMENT,1193.01,C1829358467,0.0,0.0,M2124761130,0.0,0.0,0.0,0.0
17,PAYMENT,22729.64,C1225819642,0.0,0.0,M327802268,0.0,0.0,0.0,0.0
11,CASH_IN,453341.77,C71786201,6313489.6,6766831.37,C791512944,2785824.72,2651828.71,0.0,0.0
20,PAYMENT,10621.68,C715048502,652.0,0.0,M155080024,0.0,0.0,0.0,0.0
9,PAYMENT,4725.83,C1783422640,6359.8,1633.97,M2094920044,0.0,0.0,0.0,0.0
17,CASH_IN,96704.46,C989910578,3844250.59,3940955.04,C910517892,458653.13,361948.67,0.0,0.0
21,PAYMENT,15625.78,C1097748520,663962.0,648336.22,M1440702354,0.0,0.0,0.0,0.0
14,PAYMENT,4013.16,C2053904362,95689.0,91675.84,M148711261,0.0,0.0,0.0,0.0
34,PAYMENT,6154.8,C482851494,0.0,0.0,M1727437430,0.0,0.0,0.0,0.0
20,PAYMENT,18307.94,C911928339,0.0,0.0,M704812584,0.0,0.0,0.0,0.0
24,PAYMENT,817.72,C1890480272,221677.0,220859.28,M1597085966,0.0,0.0,0.0,0.0
16,PAYMENT,5859.95,C266524173,0.0,0.0,M654060938,0.0,0.0,0.0,0.0
8,PAYMENT,741.77,C1569430359,31476.0,30734.23,M1559235460,0.0,0.0,0.0,0.0
19,CASH_IN,258505.63,C594524534,2426485.17,2684990.8,C429341638,5408255.27,5335938.34,0.0,0.0
8,PAYMENT,3939.75,C429230143,0.0,0.0,M1432093328,0.0,0.0,0.0,0.0
19,CASH_IN,138265.56,C207925988,22313616.95,22451882.51,C1107578547,904134.67,765869.11,0.0,0.0
12,PAYMENT,14735.67,C1407580838,0.0,0.0,M820404313,0.0,0.0,0.0,0.0
15,CASH_IN,144539.71,C892530452,305024.1,449563.81,C85497347,1295304.41,1334844.61,0.0,0.0
12,CASH_OUT,153829.44,C1881436048,0.0,0.0,C1739843484,3342103.28,3518527.21,0.0,0.0
33,CASH_IN,20625.57,C1076117685,1939.0,22564.57,C654766320,71535.65,127958.78,0.0,0.0
23,CASH_OUT,194290.78,C84301983,0.0,0.0,C1910558337,760254.98,954545.76,0.0,0.0
18,PAYMENT,569.06,C888870985,140644.59,140075.54,M563367575,0.0,0.0,0.0,0.0
13,PAYMENT,7896.16,C1692857846,288794.54,280898.39,M590491339,0.0,0.0,0.0,0.0
15,CASH_OUT,424513.03,C2051949374,0.0,0.0,C693475323,9965307.77,10389820.81,0.0,0.0
18,CASH_OUT,146118.76,C2101582843,0.0,0.0,C1413114664,22162358.61,22308477.38,0.0,0.0
18,PAYMENT,5064.26,C156183949,0.0,0.0,M956154384,0.0,0.0,0.0,0.0
34,PAYMENT,8514.02,C1673397464,344674.39,336160.36,M303947558,0.0,0.0,0.0,0.0
9,PAYMENT,18834.57,C1212630467,0.0,0.0,M85981208,0.0,0.0,0.0,0.0
18,PAYMENT,1552.71,C1852138681,0.0,0.0,M247110830,0.0,0.0,0.0,0.0
16,PAYMENT,14986.64,C297024323,0.0,0.0,M862188176,0.0,0.0,0.0,0.0
33,PAYMENT,12082.18,C876111608,30828.0,18745.82,M175778165,0.0,0.0,0.0,0.0
20,PAYMENT,16753.47,C502559507,9719.35,0.0,M1088181483,0.0,0.0,0.0,0.0
12,PAYMENT,9803.73,C1990106852,247030.0,237226.27,M1323719715,0.0,0.0,0.0,0.0
18,CASH_OUT,43816.1,C326773085,29859.75,0.0,C737979678,152443.0,0.0,0.0,0.0
14,PAYMENT,3108.89,C184442630,3093.0,0.0,M1167167570,0.0,0.0,0.0,0.0
14,PAYMENT,3499.61,C63332828,0.0,0.0,M562862927,0.0,0.0,0.0,0.0
19,CASH_IN,120699.34,C1381064540,0.0,120699.34,C1650389542,0.0,0.0,0.0,0.0
10,CASH_IN,8814.51,C1470478212,3390193.63,3399008.14,C1671179293,3350360.14,3138672.06,0.0,0.0
10,CASH_OUT,73305.41,C936823116,0.0,0.0,C1251686742,3056948.97,3130254.38,0.0,0.0
8,TRANSFER,19689.41,C2106136915,0.0,0.0,C91463800,341150.1,1510495.57,0.0,0.0
17,CASH_OUT,170890.3,C456865490,20685.0,0.0,C823261215,21036.0,191926.3,0.0,0.0
14,CASH_OUT,138912.26,C1819082495,48259.0,0.0,C1711350924,3469876.03,4930424.12,0.0,0.0
10,PAYMENT,6673.65,C59629432,0.0,0.0,M1335001448,0.0,0.0,0.0,0.0
19,TRANSFER,2275914.5,C2006837978,0.0,0.0,C716116969,5206518.5,7482433.0,0.0,0.0
22,PAYMENT,987.27,C444812675,20591.38,19604.1,M981775765,0.0,0.0,0.0,0.0
17,PAYMENT,1389.52,C1647116619,0.0,0.0,M1899583189,0.0,0.0,0.0,0.0
12,CASH_OUT,184289.2,C135755550,9029.0,0.0,C1319670697,10651.0,0.0,0.0,0.0
13,CASH_IN,69981.35,C667864575,16680903.16,16750884.51,C1991274064,187638.7,117657.35,0.0,0.0
33,CASH_OUT,15099.09,C1023700720,240496.0,225396.91,C861515347,963536.0,978635.09,0.0,0.0
9,TRANSFER,2739793.97,C877160288,64963.29,0.0,C1789550256,5118814.99,7486134.54,0.0,0.0
15,PAYMENT,8804.36,C1064366860,0.0,0.0,M747172954,0.0,0.0,0.0,0.0
34,TRANSFER,106357.52,C1075011512,0.0,0.0,C104105175,369539.72,475897.23,0.0,0.0
16,CASH_OUT,163586.2,C1897493309,0.0,0.0,C1281010482,1280691.44,1502565.79,0.0,0.0
11,CASH_OUT,366487.54,C1152658303,0.0,0.0,C624685600,3125043.32,5050578.29,0.0,0.0
14,PAYMENT,18142.44,C1096546995,525385.98,507243.55,M1907300725,0.0,0.0,0.0,0.0
18,PAYMENT,7765.2,C929062063,198017.85,190252.66,M780003227,0.0,0.0,0.0,0.0
7,CASH_IN,106286.15,C246561692,2306438.85,2412725.0,C766681183,13252997.15,13146711.0,0.0,0.0
14,PAYMENT,2244.59,C1824360430,253219.89,250975.3,M85198666,0.0,0.0,0.0,0.0
14,CASH_OUT,59487.33,C140003151,0.0,0.0,C162283162,153757.74,32633.52,0.0,0.0
17,CASH_OUT,100654.22,C25945193,11112.0,0.0,C120570672,8752.0,418847.32,0.0,0.0
15,CASH_OUT,90306.39,C1166931430,0.0,0.0,C741698250,4866981.12,4957287.51,0.0,0.0
17,CASH_IN,98215.11,C519619518,26826.0,125041.11,C1370961705,95339.0,0.0,0.0,0.0
12,CASH_IN,606342.96,C1886904542,5714081.11,6320424.07,C1577194491,965879.11,469263.21,0.0,0.0
18,CASH_IN,310617.33,C1289999466,684924.0,995541.33,C1333254910,130177.16,0.0,0.0,0.0
15,CASH_OUT,270109.4,C1157148651,52490.0,0.0,C1326454309,0.0,270109.4,0.0,0.0
22,CASH_OUT,264317.06,C1945474683,102462.25,0.0,C998017522,494582.04,758899.1,0.0,0.0
12,PAYMENT,5686.43,C653335275,0.0,0.0,M765104667,0.0,0.0,0.0,0.0
19,CASH_OUT,205688.22,C864086028,37575.0,0.0,C25433370,0.0,205688.22,0.0,0.0
8,CASH_OUT,226334.18,C1643723086,0.0,0.0,C1276319779,511856.49,233780.87,0.0,0.0
11,PAYMENT,11849.95,C1255488013,7245.0,0.0,M1975452394,0.0,0.0,0.0,0.0
16,CASH_IN,12989.05,C1835169232,10452.0,23441.05,C871153423,0.0,0.0,0.0,0.0
16,TRANSFER,281448.6,C1441774748,63631.78,0.0,C51239061,843140.2,1496238.25,0.0,0.0
12,CASH_IN,339181.12,C1752246970,587042.57,926223.69,C1365398942,8189963.1,7787608.4,0.0,0.0
8,TRANSFER,1827965.87,C443050639,370518.16,0.0,C1856036778,6599424.12,13688613.94,0.0,0.0
10,PAYMENT,2213.08,C1420169540,0.0,0.0,M725782411,0.0,0.0,0.0,0.0
14,TRANSFER,188007.83,C1234597971,380262.0,192254.17,C1612658411,27408.0,402907.27,0.0,0.0
23,PAYMENT,1997.02,C2077238449,1135305.89,1133308.87,M315478674,0.0,0.0,0.0,0.0
17,PAYMENT,13021.64,C1183434192,0.0,0.0,M1327328840,0.0,0.0,0.0,0.0
17,CASH_OUT,218045.01,C685246881,16115.0,0.0,C516516576,2259290.32,2477335.33,0.0,0.0
17,DEBIT,1724.06,C1569202573,174551.02,172826.96,C2003647755,13814.49,15538.54,0.0,0.0
17,CASH_IN,328398.13,C1016256875,6929467.73,7257865.86,C303636519,909950.4,581552.27,0.0,0.0
11,TRANSFER,98641.03,C274485717,0.0,0.0,C355970563,1983951.04,2287253.07,0.0,0.0
18,CASH_IN,235537.99,C855557420,338295.49,573833.48,C602024193,0.0,0.0,0.0,0.0
10,CASH_IN,27193.64,C849936538,1769093.69,1796287.33,C467292272,45712.01,592277.77,0.0,0.0
17,PAYMENT,37803.88,C206060216,10743.0,0.0,M2060439723,0.0,0.0,0.0,0.0
20,CASH_IN,88302.97,C1271949132,14744373.14,14832676.11,C1330227535,400106.92,423597.29,0.0,0.0
8,TRANSFER,447771.18,C353416745,5583.0,0.0,C794295331,0.0,864926.37,0.0,0.0
16,PAYMENT,7454.63,C1503717056,0.0,0.0,M2091844998,0.0,0.0,0.0,0.0
19,PAYMENT,10418.25,C802937363,202.0,0.0,M694694505,0.0,0.0,0.0,0.0
19,CASH_IN,94234.06,C807633607,86383.69,180617.75,C77635419,383868.74,289634.69,0.0,0.0
22,CASH_IN,347810.23,C970767087,16136459.44,16484269.67,C1420217743,898835.58,551025.35,0.0,0.0
10,CASH_IN,75920.25,C1734548056,9565.0,85485.25,C1514940820,55780.0,0.0,0.0,0.0
15,CASH_IN,277496.61,C1788186757,482.0,277978.61,C755196725,0.0,0.0,0.0,0.0
13,CASH_IN,13052.5,C859933433,11458846.01,11471898.52,C588856109,96672.0,436969.14,0.0,0.0
14,CASH_OUT,179291.02,C1581637624,0.0,0.0,C161349047,10160960.73,10506548.4,0.0,0.0
12,PAYMENT,3347.8,C688681601,0.0,0.0,M379137387,0.0,0.0,0.0,0.0
13,TRANSFER,822310.77,C440227541,0.0,0.0,C995361110,823913.76,1646224.53,0.0,0.0
16,CASH_IN,271535.26,C778977200,77344.0,348879.26,C1807858012,782769.56,511234.31,0.0,0.0
17,TRANSFER,329076.19,C1496919862,0.0,0.0,C1021790512,1884937.34,2214013.53,0.0,0.0
14,PAYMENT,2819.77,C1982890616,30012.0,27192.23,M1852174516,0.0,0.0,0.0,0.0
23,PAYMENT,14956.06,C806677779,52075.0,37118.94,M927191516,0.0,0.0,0.0,0.0
11,CASH_OUT,35202.87,C713642739,0.0,0.0,C1944924806,1012385.81,1344335.66,0.0,0.0
15,PAYMENT,16447.16,C416329291,163.0,0.0,M1302850136,0.0,0.0,0.0,0.0
20,PAYMENT,25129.84,C1740397670,0.0,0.0,M570450342,0.0,0.0,0.0,0.0
18,CASH_OUT,350262.0,C252564129,0.0,0.0,C1367641196,1418557.47,1768819.47,0.0,0.0
14,CASH_OUT,84377.73,C522619986,0.0,0.0,C166387148,2004342.36,3826987.52,0.0,0.0
10,CASH_OUT,226007.01,C243325096,24423.0,0.0,C1554282047,367731.06,839685.45,0.0,0.0
18,DEBIT,3214.78,C2100297500,10897.0,7682.22,C1210986776,374626.08,584017.91,0.0,0.0
19,CASH_OUT,21155.0,C1561874937,0.0,0.0,C1118019574,37957.73,59112.72,0.0,0.0
13,CASH_OUT,35095.69,C80381931,10491.0,0.0,C1080877795,0.0,35095.69,0.0,0.0
14,PAYMENT,4700.75,C719268887,444500.67,439799.92,M2049607396,0.0,0.0,0.0,0.0
8,PAYMENT,1598.94,C2054786042,1382579.26,1380980.32,M227411059,0.0,0.0,0.0,0.0
19,CASH_OUT,77519.76,C1327972643,12253.0,0.0,C577132280,0.0,77519.76,0.0,0.0
19,CASH_OUT,298823.47,C1888844422,11208.0,0.0,C1698704934,989826.82,1288650.29,0.0,0.0
34,PAYMENT,9929.05,C230119890,51383.0,41453.95,M287983366,0.0,0.0,0.0,0.0
18,CASH_OUT,171444.86,C1319824506,135.0,0.0,C1127669052,95953.78,80181.16,0.0,0.0
11,TRANSFER,126728.35,C536133173,0.0,0.0,C490633619,342533.39,469261.74,0.0,0.0
11,CASH_IN,392846.44,C1266205849,1607522.0,2000368.43,C458594153,1859407.76,1377925.32,0.0,0.0
18,PAYMENT,26733.56,C785255525,15625.0,0.0,M697618270,0.0,0.0,0.0,0.0
17,CASH_OUT,196210.17,C847255875,0.0,0.0,C1792781391,474763.84,425223.68,0.0,0.0
33,CASH_IN,394365.61,C1233011844,474.0,394839.61,C104068970,641389.53,247023.92,0.0,0.0
16,PAYMENT,17429.35,C105789611,101713.0,84283.65,M1895728725,0.0,0.0,0.0,0.0
16,TRANSFER,469181.75,C1289898258,85343.0,0.0,C46587940,4402631.61,4871813.36,0.0,0.0
10,CASH_OUT,253291.24,C1211328907,0.0,0.0,C1690006071,351181.45,604472.69,0.0,0.0
19,TRANSFER,597488.2,C930661582,5452.0,0.0,C1765061310,1503790.54,2687634.09,0.0,0.0
14,PAYMENT,2963.25,C1242880299,286282.63,283319.38,M503961702,0.0,0.0,0.0,0.0
10,CASH_OUT,42500.45,C957917731,0.0,0.0,C1523483543,985847.85,849547.52,0.0,0.0
14,PAYMENT,15007.43,C536798113,11292.0,0.0,M569817263,0.0,0.0,0.0,0.0
14,PAYMENT,2664.94,C407208176,144638.14,141973.2,M838555239,0.0,0.0,0.0,0.0
20,CASH_OUT,347229.54,C990163742,19882.0,0.0,C1882242886,469493.7,816723.23,0.0,0.0
34,PAYMENT,25011.0,C1497504228,832290.37,807279.36,M990584002,0.0,0.0,0.0,0.0
22,PAYMENT,3269.89,C2011956498,11386.0,8116.11,M1387198648,0.0,0.0,0.0,0.0
19,PAYMENT,23892.15,C328238574,0.0,0.0,M830133350,0.0,0.0,0.0,0.0
20,PAYMENT,5608.65,C1366323572,0.0,0.0,M2114289318,0.0,0.0,0.0,0.0
20,CASH_OUT,72632.04,C352877184,31653.0,0.0,C1690142827,1711.0,0.0,0.0,0.0
13,CASH_IN,86860.52,C1905751515,24710264.98,24797125.5,C636154437,202567.59,115707.07,0.0,0.0
9,PAYMENT,13407.45,C134904818,15946.0,2538.55,M1807625443,0.0,0.0,0.0,0.0
15,CASH_OUT,97637.95,C512314509,0.0,0.0,C305355493,120842.2,218480.14,0.0,0.0
16,CASH_OUT,371906.48,C935802074,20488.0,0.0,C1234059684,4172737.34,4544643.82,0.0,0.0
17,PAYMENT,15155.19,C1482921357,0.0,0.0,M1205411296,0.0,0.0,0.0,0.0
15,PAYMENT,11862.78,C569057326,416823.56,404960.78,M1515619778,0.0,0.0,0.0,0.0
12,CASH_IN,230998.52,C1222566281,33231.0,264229.52,C397558782,469314.58,120242.64,0.0,0.0
16,CASH_OUT,288091.37,C914720262,30740.0,0.0,C1063116402,925503.76,1491737.85,0.0,0.0
9,CASH_IN,458987.58,C977552580,1060.0,460047.58,C1789752637,551728.12,459092.26,0.0,0.0
18,CASH_IN,79231.56,C272491518,3177890.3,3257121.85,C692921734,3984020.98,3687904.76,0.0,0.0
19,CASH_IN,221576.96,C1531787998,326.0,221902.96,C386476186,618279.3,396702.34,0.0,0.0
12,TRANSFER,599308.93,C2035840279,25033.0,0.0,C1621805812,0.0,1038091.14,0.0,0.0
9,CASH_OUT,48242.03,C1106636446,0.0,0.0,C1320515149,6065345.45,5405558.3,0.0,0.0
19,PAYMENT,1622.33,C795166591,85485.0,83862.67,M170467703,0.0,0.0,0.0,0.0
19,CASH_OUT,42050.74,C538757116,0.0,0.0,C361676270,886864.62,928915.36,0.0,0.0
21,CASH_OUT,136045.65,C1454345338,112.0,0.0,C878810203,232325.57,443557.58,0.0,0.0
16,CASH_IN,107639.93,C1932853060,1758497.15,1866137.08,C2116841940,2586866.28,2653362.95,0.0,0.0
9,PAYMENT,10910.26,C1179717371,10806.0,0.0,M1670136917,0.0,0.0,0.0,0.0
20,CASH_OUT,55629.88,C1666255576,32647.62,0.0,C200204905,2993579.1,3049208.98,0.0,0.0
13,PAYMENT,8657.79,C6461040,232964.93,224307.14,M1355522410,0.0,0.0,0.0,0.0
19,CASH_IN,481407.11,C1751116981,7691254.39,8172661.49,C923350226,959355.37,766349.35,0.0,0.0
20,PAYMENT,19953.9,C142214994,0.0,0.0,M1279538782,0.0,0.0,0.0,0.0
16,PAYMENT,7488.64,C816488514,50253.0,42764.36,M1718531766,0.0,0.0,0.0,0.0
17,CASH_OUT,108204.96,C256237319,0.0,0.0,C1535971527,309238.82,417443.78,0.0,0.0
12,PAYMENT,10275.0,C1162195646,99491.77,89216.77,M1937340971,0.0,0.0,0.0,0.0
16,TRANSFER,614920.17,C1176415837,0.0,0.0,C1150804100,835274.34,1834099.57,0.0,0.0
21,DEBIT,2196.42,C1702000913,40882.0,38685.58,C1847088290,47901.33,50097.75,0.0,0.0
19,CASH_OUT,163548.42,C897093329,50903.0,0.0,C2044013143,0.0,376365.98,0.0,0.0
17,CASH_IN,6191.93,C822862730,7563090.35,7569282.29,C1760886989,1208882.05,1202690.12,0.0,0.0
14,PAYMENT,4294.96,C1631594556,0.0,0.0,M498165260,0.0,0.0,0.0,0.0
8,CASH_IN,244079.61,C2021672538,696347.52,940427.13,C769342184,16628861.92,16681340.95,0.0,0.0
16,CASH_IN,160177.04,C218003642,23018.0,183195.04,C748334805,1575234.49,1615736.39,0.0,0.0
20,PAYMENT,6206.25,C1428737949,10688.0,4481.75,M1102887869,0.0,0.0,0.0,0.0
19,CASH_IN,262667.83,C159930739,10463371.23,10726039.05,C1163188945,299464.47,36796.64,0.0,0.0
15,CASH_OUT,302972.68,C1752221068,0.0,0.0,C1174044224,1444319.24,1747291.92,0.0,0.0
15,CASH_IN,304032.45,C928973467,679295.1,983327.55,C666410506,7109748.89,6805716.44,0.0,0.0
11,CASH_IN,123455.2,C1568762514,11080.0,134535.2,C199786252,227761.9,200247.32,0.0,0.0
9,PAYMENT,20849.76,C153759644,51790.0,30940.24,M1121714524,0.0,0.0,0.0,0.0
19,CASH_OUT,166764.94,C471273779,20877.0,0.0,C963270886,295538.8,462303.75,0.0,0.0
16,CASH_OUT,245635.14,C267261551,433919.38,188284.24,C825009091,657745.16,903380.29,0.0,0.0
18,CASH_OUT,103915.48,C1945443661,0.0,0.0,C539547440,1001310.13,1105225.61,0.0,0.0
16,PAYMENT,26220.57,C1809318978,39841.0,13620.43,M866668828,0.0,0.0,0.0,0.0
12,CASH_OUT,92002.59,C2023879899,0.0,0.0,C1797724563,401239.07,570825.62,0.0,0.0
22,CASH_OUT,134007.25,C1257450685,0.0,0.0,C739181519,831255.94,965263.19,0.0,0.0
15,PAYMENT,8035.88,C1345556148,131719.56,123683.68,M22939150,0.0,0.0,0.0,0.0
9,PAYMENT,16708.51,C1583730768,0.0,0.0,M1202814224,0.0,0.0,0.0,0.0
12,CASH_OUT,389635.84,C1446123842,107442.0,0.0,C1706257837,167833.79,401731.38,0.0,0.0
34,CASH_OUT,251001.92,C777739730,10798.0,0.0,C1863031665,272099.99,710576.43,0.0,0.0
13,TRANSFER,16681.81,C549000237,21138.0,4456.19,C241685431,8329033.61,8345715.42,0.0,0.0
13,PAYMENT,45633.02,C1301441732,105342.0,59708.98,M784739592,0.0,0.0,0.0,0.0
19,CASH_OUT,337549.72,C545622231,0.0,0.0,C1363214855,1748696.03,2086245.75,0.0,0.0
23,TRANSFER,1393333.27,C862030735,0.0,0.0,C42878592,2039639.19,3432972.46,0.0,0.0
20,CASH_IN,58375.11,C656290299,87357.98,145733.09,C1802632685,14303925.91,14186102.66,0.0,0.0
15,CASH_OUT,339028.56,C1450335282,0.0,0.0,C359043835,894957.68,1233986.25,0.0,0.0
11,PAYMENT,2451.58,C203363497,0.0,0.0,M523349406,0.0,0.0,0.0,0.0
17,PAYMENT,10517.49,C2092267154,6074.0,0.0,M1170119823,0.0,0.0,0.0,0.0
12,PAYMENT,31631.18,C857081916,375274.74,343643.56,M499341851,0.0,0.0,0.0,0.0
21,PAYMENT,1687.24,C719447044,0.0,0.0,M395523570,0.0,0.0,0.0,0.0
18,CASH_OUT,179057.23,C1751896561,11553.0,0.0,C730035352,1340575.21,1519632.44,0.0,0.0
16,CASH_IN,130904.14,C173354051,3395361.35,3526265.49,C296754846,1071594.49,1298542.31,0.0,0.0
14,CASH_IN,32506.23,C962762897,8460019.83,8492526.05,C166428193,555623.1,708601.86,0.0,0.0
9,CASH_IN,162446.31,C939696098,6744159.77,6906606.08,C1519139616,827122.07,226699.76,0.0,0.0
17,CASH_IN,393927.11,C1770124982,20978.0,414905.11,C971293297,1951124.51,1557197.4,0.0,0.0
14,CASH_OUT,738265.79,C1162550525,14453.0,0.0,C1704629542,0.0,738265.79,0.0,0.0
12,CASH_OUT,85041.98,C219872469,0.0,0.0,C1024668435,254111.61,339153.59,0.0,0.0
16,PAYMENT,12278.15,C1356339456,0.0,0.0,M1930529047,0.0,0.0,0.0,0.0
7,PAYMENT,15159.67,C1455733574,906.0,0.0,M5753511,0.0,0.0,0.0,0.0
19,TRANSFER,397545.23,C1545010897,16222.0,0.0,C1181733275,700836.82,991088.2,0.0,0.0
9,TRANSFER,1455372.52,C130289713,22092.0,0.0,C1004044328,0.0,2002708.63,0.0,0.0
14,CASH_OUT,206531.12,C1066559430,18284.0,0.0,C114940877,50999.03,257530.15,0.0,0.0
11,CASH_OUT,228706.06,C272646785,401196.49,172490.43,C1112414583,539556.34,768262.4,0.0,0.0
18,CASH_IN,20952.86,C1620628927,1600845.84,1621798.7,C1434590943,590749.32,374588.77,0.0,0.0
13,PAYMENT,39721.4,C1161706261,21152.0,0.0,M2068753543,0.0,0.0,0.0,0.0
17,PAYMENT,21264.6,C152986999,0.0,0.0,M1130464282,0.0,0.0,0.0,0.0
10,CASH_OUT,106776.91,C883024645,0.0,0.0,C2035145536,7486602.69,7273180.0,0.0,0.0
9,CASH_OUT,367449.95,C124424066,19464.0,0.0,C76713458,0.0,675531.22,0.0,0.0
33,PAYMENT,1655.83,C1237343990,0.0,0.0,M1590100349,0.0,0.0,0.0,0.0
21,PAYMENT,7395.97,C1716876154,45382.0,37986.03,M1249018419,0.0,0.0,0.0,0.0
18,CASH_OUT,175592.92,C92443760,161578.0,0.0,C1331498831,28269.24,203862.16,0.0,0.0
8,PAYMENT,16529.46,C1153393012,0.0,0.0,M1503109785,0.0,0.0,0.0,0.0
33,PAYMENT,7331.68,C418405314,0.0,0.0,M84753419,0.0,0.0,0.0,0.0
18,CASH_OUT,201951.68,C2141617361,0.0,0.0,C2002145994,604458.28,806409.96,0.0,0.0
11,CASH_OUT,436498.08,C335457198,0.0,0.0,C1205080315,837852.32,3001591.59,0.0,0.0
16,CASH_OUT,216653.13,C504078613,79789.0,0.0,C1842632616,188437.36,366638.7,0.0,0.0
17,CASH_IN,140686.26,C316314405,61914.0,202600.26,C1582426917,219303.39,78617.12,0.0,0.0
10,PAYMENT,13806.85,C1215730778,1417.0,0.0,M987824978,0.0,0.0,0.0,0.0
11,CASH_OUT,91440.15,C1753905238,10130.0,0.0,C1157464567,814442.08,905882.24,0.0,0.0
19,PAYMENT,7866.14,C1058256158,0.0,0.0,M222666081,0.0,0.0,0.0,0.0
15,CASH_OUT,42346.91,C701750854,27329.0,0.0,C231170388,237703.85,280050.76,0.0,0.0
20,TRANSFER,168241.51,C435753356,0.0,0.0,C1838171162,495768.12,807868.15,0.0,0.0
9,CASH_OUT,80905.26,C1235586840,0.0,0.0,C928023753,736309.26,817214.53,0.0,0.0
11,CASH_IN,7533.95,C744373600,12065039.81,12072573.77,C1765692217,79369.94,93153.38,0.0,0.0
18,CASH_OUT,289923.57,C540177426,0.0,0.0,C48382962,704483.72,1365726.52,0.0,0.0
12,CASH_IN,450301.54,C1038281355,149841.78,600143.31,C1208888249,31283.0,0.0,0.0,0.0
21,CASH_OUT,198453.33,C856817523,41.0,0.0,C1099892020,2067488.55,2265941.88,0.0,0.0
7,PAYMENT,11447.89,C136539215,49404.0,37956.11,M1560688570,0.0,0.0,0.0,0.0
9,CASH_OUT,65170.48,C361593703,99202.0,34031.52,C7881234,1417893.74,3127178.12,0.0,0.0
15,PAYMENT,6548.91,C454025052,0.0,0.0,M2075747497,0.0,0.0,0.0,0.0
19,CASH_OUT,166910.78,C2041513612,210385.84,43475.07,C98097564,249045.45,451137.15,0.0,0.0
13,CASH_OUT,137690.51,C459618887,0.0,0.0,C1617543382,139937.89,277628.4,0.0,0.0
18,PAYMENT,20321.41,C1512442054,0.0,0.0,M1307057895,0.0,0.0,0.0,0.0
20,CASH_IN,193118.96,C2120346242,7205263.97,7398382.93,C1672376369,263178.78,70059.82,0.0,0.0
17,CASH_IN,171671.7,C585340694,100229.0,271900.7,C1351285656,0.0,0.0,0.0,0.0
18,CASH_OUT,73816.3,C408632603,161.0,0.0,C1654336229,1265141.88,2076682.88,0.0,0.0
20,PAYMENT,1679.61,C546997919,21772.58,20092.97,M1990779762,0.0,0.0,0.0,0.0
20,CASH_OUT,90652.92,C2032682033,16238.0,0.0,C1656350401,705818.27,796471.19,0.0,0.0
10,CASH_OUT,406803.88,C1407947405,0.0,0.0,C533474562,3045147.97,3451951.85,0.0,0.0
14,PAYMENT,5233.68,C1411549366,0.0,0.0,M618684775,0.0,0.0,0.0,0.0
15,PAYMENT,28858.03,C102235540,186933.66,158075.63,M807374046,0.0,0.0,0.0,0.0
11,PAYMENT,12167.97,C2088134299,30021.0,17853.03,M1601522586,0.0,0.0,0.0,0.0
12,PAYMENT,1224.58,C1018989583,14826.04,13601.46,M1332122731,0.0,0.0,0.0,0.0
33,CASH_OUT,109331.27,C609127071,53134.16,0.0,C1898568518,743910.72,853241.99,0.0,0.0
15,PAYMENT,35765.25,C344764381,129946.4,94181.16,M1958643142,0.0,0.0,0.0,0.0
9,CASH_IN,101165.35,C1462439414,2759620.69,2860786.04,C512589163,136774.98,209504.86,0.0,0.0
33,TRANSFER,616938.61,C789816342,0.0,0.0,C136383086,3087988.78,5678083.08,0.0,0.0
19,PAYMENT,13930.26,C1947658390,0.0,0.0,M450795933,0.0,0.0,0.0,0.0
11,CASH_OUT,233822.3,C536487988,0.0,0.0,C791767143,307123.3,540945.6,0.0,0.0
13,CASH_OUT,161496.38,C755521404,414.0,0.0,C787094725,0.0,161496.38,0.0,0.0
10,PAYMENT,32742.45,C243005577,6059.0,0.0,M1510266838,0.0,0.0,0.0,0.0
16,CASH_IN,176714.31,C1634407626,509566.0,686280.31,C148078210,366640.44,189926.13,0.0,0.0
15,CASH_OUT,461310.1,C375350210,0.0,0.0,C2115665153,1944070.59,2405380.69,0.0,0.0
14,CASH_OUT,202564.35,C281728276,11742.0,0.0,C1891465089,884350.45,774702.2,0.0,0.0
15,CASH_OUT,94241.22,C968486131,0.0,0.0,C1684536787,234692.75,328933.97,0.0,0.0
9,CASH_OUT,176052.57,C1062214442,229639.16,53586.59,C1648309726,25655.0,298089.03,0.0,0.0
10,PAYMENT,21329.0,C2060768280,0.0,0.0,M1098374135,0.0,0.0,0.0,0.0
34,CASH_OUT,94918.77,C1286253213,0.0,0.0,C1028821674,1901646.67,1996565.44,0.0,0.0
